,0,1
280,2011,42
281,2011,65
282,2011,58
283,2011,53
284,2011,97
285,2011,64
286,2011,88
287,2011,103
288,2011,91
289,2011,114
290,2011,53
291,2011,53
292,2011,106
293,2011,70
294,2011,84
295,2011,52
296,2011,42
297,2011,50
298,2011,50
299,2011,32
300,2011,54
301,2011,110
302,2011,79
303,2011,58
304,2011,72
305,2011,72
306,2011,80
307,2011,51
308,2011,66
309,2011,92
310,2011,94
311,2011,34
312,2011,105
313,2011,79
314,2011,106
315,2011,113
316,2011,59
317,2011,77
318,2011,66
319,2011,59
320,2011,113
321,2011,38
322,2011,111
323,2011,93
324,2011,94
325,2011,31
326,2011,58
327,2011,109
328,2011,76
329,2011,106
330,2011,40
331,2011,113
332,2011,100
333,2011,103
334,2011,112
335,2011,47
336,2011,54
337,2011,55
338,2011,56
339,2011,87
340,2011,75
341,2011,50
342,2011,49
343,2011,60
344,2011,120
345,2011,87
346,2011,80
347,2011,72
348,2011,54
349,2011,108
350,2011,106
351,2011,86
352,2011,69
353,2011,106
354,2011,41
355,2011,75
356,2011,44
357,2011,75
358,2011,59
359,2011,97
360,2011,77
361,2011,32
362,2011,88
363,2011,43
364,2011,50
365,2011,113
366,2011,95
367,2011,79
368,2011,50
369,2011,108
370,2011,67
371,2011,45
372,2011,48
373,2011,85
374,2011,98
375,2011,48
376,2012,78
377,2012,75
378,2012,62
379,2012,32
380,2012,74
381,2012,65
382,2012,84
383,2012,105
384,2012,48
385,2012,54
386,2012,42
387,2012,46
388,2012,115
389,2012,81
390,2012,59
391,2012,37
392,2012,100
393,2012,71
394,2012,59
395,2012,118
396,2012,90
397,2012,94
398,2012,50
399,2012,35
400,2012,70
401,2012,87
402,2012,110
403,2012,41
404,2012,58
405,2012,79
406,2012,65
407,2012,74
408,2012,35
409,2012,97
410,2012,31
411,2012,47
412,2012,83
413,2012,76
414,2012,105
415,2012,94
416,2012,104
417,2012,94
418,2012,101
419,2012,71
420,2012,97
421,2012,104
422,2012,75
423,2012,86
424,2012,95
425,2012,106
426,2012,89
427,2012,47
428,2012,54
429,2012,76
430,2012,38
431,2012,31
432,2012,105
433,2012,92
434,2012,112
435,2012,73
436,2012,41
437,2012,59
438,2012,46
439,2012,92
440,2012,119
441,2012,77
442,2012,39
443,2012,94
444,2012,37
445,2012,86
446,2012,55
447,2012,72
448,2012,37
449,2012,90
450,2012,71
451,2012,80
452,2012,49
453,2012,94
454,2012,30
455,2012,82
456,2012,76
457,2012,89
458,2012,95
459,2012,106
460,2012,89
461,2012,59
462,2012,56
463,2012,116
464,2012,116
465,2012,79
466,2012,87
467,2012,92
468,2012,51
469,2012,66
470,2012,44
471,2012,79
472,2012,50
473,2012,73
474,2012,87
475,2012,63
476,2012,40
477,2012,115
478,2012,45
479,2012,85
480,2012,115
481,2012,61
482,2012,41
483,2012,69
484,2012,57
485,2012,115
486,2012,60
487,2012,99
488,2012,32
489,2012,66
490,2012,113
491,2012,33
492,2012,44
493,2012,44
494,2012,33
495,2012,36
496,2012,80
497,2012,84
498,2012,60
499,2012,116
500,2012,50
501,2012,94
502,2012,106
503,2012,79
504,2012,114
505,2012,98
506,2012,66
507,2012,34
508,2012,101
509,2012,45
510,2012,68
511,2012,32
512,2012,80
513,2012,114
514,2012,97
515,2012,50
516,2012,117
517,2012,100
518,2012,37
519,2012,49
520,2012,76
521,2012,62
522,2012,63
523,2012,113
524,2012,63
525,2012,39
526,2012,73
527,2012,120
528,2012,77
529,2012,37
530,2012,81
531,2012,115
532,2013,75
533,2013,110
534,2013,61
535,2013,103
536,2013,41
537,2013,61
538,2013,114
539,2013,33
540,2013,81
541,2013,107
542,2013,52
543,2013,106
544,2013,65
545,2013,90
546,2013,78
547,2013,70
548,2013,30
549,2013,41
550,2013,73
551,2013,73
552,2013,62
553,2013,46
554,2013,64
555,2013,45
556,2013,60
557,2013,49
558,2013,78
559,2013,87
560,2013,107
561,2013,98
562,2013,68
563,2013,55
564,2013,80
565,2013,118
566,2013,56
567,2013,92
568,2013,72
569,2013,106
570,2013,108
571,2013,88
572,2013,118
573,2013,100
574,2013,100
575,2013,53
576,2013,101
577,2013,117
578,2013,50
579,2013,118
580,2013,89
581,2013,94
582,2013,46
583,2013,37
584,2013,117
585,2013,56
586,2013,111
587,2013,105
588,2013,108
589,2013,31
590,2013,35
591,2013,33
592,2013,117
593,2013,104
594,2013,48
595,2013,73
596,2013,62
597,2013,39
598,2013,43
599,2013,61
600,2013,85
601,2013,48
602,2013,83
603,2013,84
604,2013,103
605,2013,119
606,2013,95
607,2013,120
608,2013,61
609,2013,44
610,2013,95
611,2013,42
612,2013,116
613,2013,60
614,2013,80
615,2013,46
616,2013,50
617,2013,48
618,2013,40
619,2013,50
620,2013,41
621,2013,48
622,2013,95
623,2013,36
624,2013,35
625,2013,77
626,2013,41
627,2013,62
628,2013,60
629,2013,44
630,2013,32
631,2013,75
632,2013,32
633,2013,38
634,2013,114
635,2013,59
636,2013,41
637,2013,116
638,2013,116
639,2013,96
640,2013,69
641,2013,32
642,2013,41
643,2013,55
644,2013,109
645,2013,63
646,2013,104
647,2013,49
648,2013,102
649,2013,120
650,2013,42
651,2013,52
652,2013,91
653,2013,49
654,2013,32
655,2013,92
656,2013,78
657,2013,84
658,2013,52
659,2013,88
660,2013,120
661,2013,109
662,2013,108
663,2013,99
664,2013,54
665,2013,36
666,2013,50
667,2013,54
668,2013,96
669,2013,78
670,2013,116
671,2013,84
672,2013,112
673,2013,68
674,2013,87
675,2013,48
676,2013,107
677,2013,72
678,2013,42
679,2013,81
680,2013,62
681,2013,56
682,2013,34
683,2013,96
684,2013,49
685,2013,65
686,2013,50
687,2013,65
688,2013,99
689,2013,43
690,2013,81
691,2013,92
692,2013,109
693,2013,76
694,2013,58
695,2013,118
696,2013,64
697,2013,87
698,2013,79
699,2013,113
700,2013,37
701,2013,80
702,2013,118
703,2014,83
704,2014,93
705,2014,106
706,2014,79
707,2014,82
708,2014,119
709,2014,111
710,2014,92
711,2014,87
712,2014,102
713,2014,81
714,2014,45
715,2014,75
716,2014,40
717,2014,118
718,2014,92
719,2014,105
720,2014,31
721,2014,59
722,2014,36
723,2014,59
724,2014,107
725,2014,52
726,2014,91
727,2014,50
728,2014,82
729,2014,112
730,2014,118
731,2014,63
732,2014,48
733,2014,60
734,2014,41
735,2014,64
736,2014,83
737,2014,74
738,2014,35
739,2014,70
740,2014,34
741,2014,107
742,2014,107
743,2014,113
744,2014,105
745,2014,98
746,2014,37
747,2014,69
748,2014,76
749,2014,111
750,2014,40
751,2014,98
752,2014,99
753,2014,110
754,2014,91
755,2014,72
756,2014,92
757,2014,71
758,2014,44
759,2014,56
760,2014,109
761,2014,116
762,2014,49
763,2014,88
764,2014,91
765,2014,52
766,2014,73
767,2014,37
768,2014,44
769,2014,42
770,2014,117
771,2014,30
772,2014,72
773,2014,80
774,2014,36
775,2014,50
776,2014,40
777,2014,72
778,2014,103
779,2014,39
780,2014,90
781,2014,50
782,2014,88
783,2014,46
784,2014,85
785,2014,79
786,2014,70
787,2014,56
788,2014,70
789,2014,43
790,2014,102
791,2014,83
792,2014,60
793,2014,92
794,2014,71
795,2014,94
796,2014,60
797,2014,52
798,2014,39
799,2014,120
800,2014,58
801,2014,54
802,2014,80
803,2014,94
804,2014,90
805,2014,85
806,2014,96
807,2014,52
808,2014,115
809,2014,85
810,2014,73
811,2014,66
812,2014,59
813,2014,92
814,2014,59
815,2014,116
816,2014,57
817,2014,76
818,2014,50
819,2014,64
820,2014,87
821,2014,93
822,2014,62
823,2014,91
824,2014,109
825,2014,110
826,2014,72
827,2014,61
828,2014,41
829,2014,33
830,2014,37
831,2014,34
832,2014,96
833,2014,106
834,2014,102
835,2014,44
836,2014,113
837,2014,81
838,2014,62
839,2014,42
840,2014,38
841,2014,118
842,2014,106
843,2014,63
844,2014,48
845,2014,69
846,2014,114
847,2014,49
848,2014,74
849,2014,101
850,2014,57
851,2014,76
852,2014,70
853,2014,102
854,2014,95
855,2014,59
856,2014,50
857,2014,98
858,2014,80
859,2014,103
860,2014,33
861,2014,52
862,2014,98
863,2014,80
864,2014,100
865,2014,111
866,2014,61
867,2014,113
868,2014,114
869,2014,47
870,2014,90
871,2014,40
872,2014,50
873,2014,42
874,2014,62
875,2014,96
876,2014,80
877,2014,93
878,2014,46
879,2014,113
880,2014,71
881,2014,81
882,2014,57
883,2014,48
884,2014,74
885,2014,34
886,2014,75
887,2014,85
888,2014,118
889,2014,74
890,2014,48
891,2014,90
892,2014,55
893,2014,58
894,2014,118
895,2014,120
896,2014,69
897,2014,78
898,2014,97
899,2014,50
900,2014,111
901,2014,57
902,2014,93
903,2014,94
904,2014,94
905,2014,119
906,2014,84
907,2014,76
908,2014,36
909,2014,40
910,2014,63
911,2014,68
912,2014,120
913,2014,107
914,2015,88
915,2015,62
916,2015,52
917,2015,38
918,2015,42
919,2015,50
920,2015,53
921,2015,40
922,2015,107
923,2015,42
924,2015,105
925,2015,48
926,2015,80
927,2015,79
928,2015,50
929,2015,100
930,2015,54
931,2015,108
932,2015,119
933,2015,32
934,2015,118
935,2015,60
936,2015,63
937,2015,76
938,2015,76
939,2015,57
940,2015,101
941,2015,101
942,2015,66
943,2015,84
944,2015,57
945,2015,55
946,2015,93
947,2015,81
948,2015,112
949,2015,87
950,2015,47
951,2015,46
952,2015,71
953,2015,99
954,2015,78
955,2015,94
956,2015,89
957,2015,115
958,2015,91
959,2015,64
960,2015,65
961,2015,59
962,2015,33
963,2015,94
964,2015,94
965,2015,88
966,2015,35
967,2015,117
968,2015,56
969,2015,87
970,2015,36
971,2015,55
972,2015,111
973,2015,115
974,2015,80
975,2015,68
976,2015,56
977,2015,96
978,2015,61
979,2015,63
980,2015,70
981,2015,67
982,2015,65
983,2015,46
984,2015,118
985,2015,111
986,2015,118
987,2015,107
988,2015,69
989,2015,98
990,2015,83
991,2015,111
992,2015,47
993,2015,61
994,2015,45
995,2015,86
996,2015,101
997,2015,53
998,2015,91
999,2015,97
1000,2015,55
1001,2015,46
1002,2015,43
1003,2015,94
1004,2015,52
1005,2015,109
1006,2015,120
1007,2015,37
1008,2015,116
1009,2015,114
1010,2015,116
1011,2015,120
1012,2015,106
1013,2015,84
1014,2015,93
1015,2015,71
1016,2015,108
1017,2015,97
1018,2015,80
1019,2015,37
1020,2015,80
1021,2015,120
1022,2015,59
1023,2015,75
1024,2015,91
1025,2015,84
1026,2015,109
1027,2015,76
1028,2015,88
1029,2015,91
1030,2015,60
1031,2015,66
1032,2015,43
1033,2015,61
1034,2015,45
1035,2015,75
1036,2015,33
1037,2015,107
1038,2015,36
1039,2015,50
1040,2015,34
1041,2015,113
1042,2015,67
1043,2015,87
1044,2015,79
1045,2015,81
1046,2015,66
1047,2015,119
1048,2015,58
1049,2015,87
1050,2015,63
1051,2015,37
1052,2015,77
1053,2015,115
1054,2015,106
1055,2015,72
1056,2015,52
1057,2015,107
1058,2015,40
1059,2015,83
1060,2015,52
1061,2015,100
1062,2015,37
1063,2015,86
1064,2015,50
1065,2015,119
1066,2015,57
1067,2015,95
1068,2015,41
1069,2015,94
1070,2015,52
1071,2015,79
1072,2015,66
1073,2015,47
1074,2015,61
1075,2015,70
1076,2015,119
1077,2015,77
1078,2015,35
1079,2015,100
1080,2015,65
1081,2015,55
1082,2015,117
1083,2015,34
1084,2015,97
1085,2015,115
1086,2015,60
1087,2015,118
1088,2015,37
1089,2015,64
1090,2015,96
1091,2015,68
1092,2015,118
1093,2015,93
1094,2015,40
1095,2015,81
1096,2015,97
1097,2015,35
1098,2015,60
1099,2016,35
1100,2016,31
1101,2016,39
1102,2016,111
1103,2016,73
1104,2016,38
1105,2016,109
1106,2016,44
1107,2016,80
1108,2016,96
1109,2016,102
1110,2016,57
1111,2016,43
1112,2016,48
1113,2016,87
1114,2016,42
1115,2016,85
1116,2016,79
1117,2016,60
1118,2016,118
1119,2016,98
1120,2016,40
1121,2016,117
1122,2016,73
1123,2016,70
1124,2016,45
1125,2016,31
1126,2016,76
1127,2016,55
1128,2016,56
1129,2016,91
1130,2016,100
1131,2016,65
1132,2016,85
1133,2016,91
1134,2016,39
1135,2016,38
1136,2016,59
1137,2016,114
1138,2016,68
1139,2016,78
1140,2016,65
1141,2016,117
1142,2016,107
1143,2016,44
1144,2016,76
1145,2016,92
1146,2016,36
1147,2016,56
1148,2016,65
1149,2016,97
1150,2016,36
1151,2016,120
1152,2016,86
1153,2016,106
1154,2016,56
1155,2016,35
1156,2016,60
1157,2016,46
1158,2016,73
1159,2016,75
1160,2016,74
1161,2016,91
1162,2016,109
1163,2016,59
1164,2016,34
1165,2016,55
1166,2016,98
1167,2016,71
1168,2016,63
1169,2016,41
1170,2016,33
1171,2016,94
1172,2016,61
1173,2016,81
1174,2016,66
1175,2016,108
1176,2016,41
1177,2016,93
1178,2016,120
1179,2016,52
1180,2016,97
1181,2016,34
1182,2016,77
1183,2016,35
1184,2016,61
1185,2016,81
1186,2016,112
1187,2016,80
1188,2016,54
1189,2016,64
1190,2016,39
1191,2016,44
1192,2016,73
1193,2016,83
1194,2016,82
1195,2016,99
1196,2016,101
1197,2016,84
1198,2016,37
1199,2016,56
1200,2016,105
1201,2016,42
1202,2016,102
1203,2016,91
1204,2016,48
1205,2016,107
1206,2016,32
1207,2016,70
1208,2016,54
1209,2016,59
1210,2016,88
1211,2016,69
1212,2016,95
1213,2016,32
1214,2016,96
1215,2016,73
1216,2016,31
1217,2016,99
1218,2016,101
1219,2016,83
1220,2016,113
1221,2016,50
1222,2016,87
1223,2016,75
1224,2016,73
1225,2016,77
1226,2016,81
1227,2016,111
1228,2016,120
1229,2016,65
1230,2016,31
1231,2016,80
1232,2016,66
1233,2016,108
1234,2016,101
1235,2016,37
1236,2016,54
1237,2016,77
1238,2016,85
1239,2016,60
1240,2016,90
1241,2016,73
1242,2016,119
1243,2016,81
1244,2016,103
1245,2016,44
1246,2016,120
1247,2016,84
1248,2016,99
1249,2016,68
1250,2016,90
1251,2016,36
1252,2016,84
1253,2016,52
1254,2016,39
1255,2016,37
1256,2016,82
1257,2016,49
1258,2016,94
1259,2016,59
1260,2016,39
1261,2016,83
1262,2016,57
1263,2016,108
1264,2016,42
1265,2016,113
1266,2016,42
1267,2016,99
1268,2016,82
1269,2016,89
1270,2016,54
1271,2016,43
1272,2016,103
1273,2016,46
1274,2016,32
1275,2016,31
1276,2016,32
1277,2016,95
1278,2016,38
1279,2016,120
1280,2016,64
1281,2016,84
1282,2016,67
1283,2016,34
1284,2016,77
1285,2016,92
1286,2016,86
1287,2016,60
1288,2016,108
1289,2017,61
1290,2017,114
1291,2017,60
1292,2017,105
1293,2017,55
1294,2017,31
1295,2017,120
1296,2017,46
1297,2017,91
1298,2017,61
1299,2017,54
1300,2017,71
1301,2017,74
1302,2017,35
1303,2017,85
1304,2017,61
1305,2017,118
1306,2017,72
1307,2017,73
1308,2017,64
1309,2017,97
1310,2017,78
1311,2017,70
1312,2017,31
1313,2017,42
1314,2017,82
1315,2017,37
1316,2017,113
1317,2017,104
1318,2017,84
1319,2017,116
1320,2017,111
1321,2017,77
1322,2017,55
1323,2017,33
1324,2017,37
1325,2017,53
1326,2017,114
1327,2017,109
1328,2017,64
1329,2017,84
1330,2017,79
1331,2017,61
1332,2017,86
1333,2017,62
1334,2017,96
1335,2017,68
1336,2017,65
1337,2017,95
1338,2017,67
1339,2017,30
1340,2017,39
1341,2017,102
1342,2017,49
1343,2017,77
1344,2017,51
1345,2017,64
1346,2017,38
1347,2017,86
1348,2017,67
1349,2017,114
1350,2017,79
1351,2017,83
1352,2017,60
1353,2017,60
1354,2017,88
1355,2017,33
1356,2017,88
1357,2017,119
1358,2017,60
1359,2017,68
1360,2017,66
1361,2017,54
1362,2017,81
1363,2017,37
1364,2017,47
1365,2017,101
1366,2017,55
1367,2017,80
1368,2017,92
1369,2017,50
1370,2017,93
1371,2017,100
1372,2017,72
1373,2017,30
1374,2017,61
1375,2017,81
1376,2017,118
1377,2017,65
1378,2017,105
1379,2017,38
1380,2017,119
1381,2017,109
1382,2017,34
1383,2017,77
1384,2017,59
1385,2017,105
1386,2017,88
1387,2017,61
1388,2017,44
1389,2017,82
1390,2017,35
1391,2017,92
1392,2017,77
1393,2017,114
1394,2017,39
1395,2017,58
1396,2017,43
1397,2017,107
1398,2017,114
1399,2017,86
1400,2017,56
1401,2017,71
1402,2017,74
1403,2017,38
1404,2017,47
1405,2017,108
1406,2017,43
1407,2017,114
1408,2017,33
1409,2017,89
1410,2017,43
1411,2017,119
1412,2017,57
1413,2017,117
1414,2017,61
1415,2017,62
1416,2017,116
1417,2017,48
1418,2017,33
1419,2017,56
1420,2017,114
1421,2017,113
1422,2017,88
1423,2017,59
1424,2017,45
1425,2017,62
1426,2017,72
1427,2017,71
1428,2017,69
1429,2017,82
1430,2017,106
1431,2017,53
1432,2017,99
1433,2017,89
1434,2017,95
1435,2017,78
1436,2017,36
1437,2017,112
1438,2017,80
1439,2017,68
1440,2017,107
1441,2017,102
1442,2017,41
1443,2017,111
1444,2017,52
1445,2017,91
1446,2017,74
1447,2017,57
1448,2017,55
1449,2017,103
1450,2017,118
1451,2017,64
1452,2017,31
1453,2017,78
1454,2017,98
1455,2017,105
1456,2017,107
1457,2017,116
1458,2017,34
1459,2017,39
1460,2017,68
1461,2017,43
1462,2017,117
1463,2017,116
1464,2017,91
1465,2017,40
1466,2017,71
1467,2017,56
1468,2017,63
1469,2017,38
1470,2017,51
1471,2017,62
1472,2017,31
1473,2017,55
1474,2017,52
1475,2017,62
1476,2017,34
1477,2018,95
1478,2018,57
1479,2018,84
1480,2018,68
1481,2018,64
1482,2018,109
1483,2018,40
1484,2018,89
1485,2018,67
1486,2018,120
1487,2018,79
1488,2018,100
1489,2018,117
1490,2018,111
1491,2018,89
1492,2018,58
1493,2018,106
1494,2018,45
1495,2018,88
1496,2018,71
1497,2018,55
1498,2018,116
1499,2018,43
1500,2018,41
1501,2018,56
1502,2018,106
1503,2018,107
1504,2018,119
1505,2018,63
1506,2018,93
1507,2018,64
1508,2018,59
1509,2018,72
1510,2018,108
1511,2018,69
1512,2018,119
1513,2018,32
1514,2018,109
1515,2018,70
1516,2018,30
1517,2018,67
1518,2018,68
1519,2018,30
1520,2018,70
1521,2018,38
1522,2018,60
1523,2018,33
1524,2018,96
1525,2018,31
1526,2018,58
1527,2018,53
1528,2018,70
1529,2018,37
1530,2018,41
1531,2018,33
1532,2018,120
1533,2018,45
1534,2018,70
1535,2018,82
1536,2018,71
1537,2018,62
1538,2018,68
1539,2018,107
1540,2018,87
1541,2018,48
1542,2018,35
1543,2018,68
1544,2018,117
1545,2018,80
1546,2018,49
1547,2018,73
1548,2018,62
1549,2018,80
1550,2018,105
1551,2018,110
1552,2018,44
1553,2018,99
1554,2018,115
1555,2018,86
1556,2018,92
1557,2018,50
1558,2018,113
1559,2018,47
1560,2018,100
1561,2018,97
1562,2018,88
1563,2018,39
1564,2018,37
1565,2018,88
1566,2018,117
1567,2018,119
1568,2018,47
1569,2018,48
1570,2018,38
1571,2018,97
1572,2018,51
1573,2018,89
1574,2018,89
1575,2018,106
1576,2018,88
1577,2018,82
1578,2018,113
1579,2018,47
1580,2018,99
1581,2018,41
1582,2018,87
1583,2018,34
1584,2018,57
1585,2018,82
1586,2018,60
1587,2018,80
1588,2018,71
1589,2018,77
1590,2018,118
1591,2018,106
1592,2018,50
1593,2018,80
1594,2018,45
1595,2018,31
1596,2018,31
1597,2018,91
1598,2018,78
1599,2018,114
1600,2018,57
1601,2018,60
1602,2018,54
1603,2018,35
1604,2018,82
1605,2018,108
1606,2018,72
1607,2018,83
1608,2018,115
1609,2018,90
1610,2018,54
1611,2018,81
1612,2018,64
1613,2018,45
1614,2018,33
1615,2018,33
1616,2018,88
1617,2018,75
1618,2018,85
1619,2018,59
1620,2018,76
1621,2018,82
1622,2018,64
1623,2018,120
1624,2018,109
1625,2018,67
1626,2018,111
1627,2018,74
1628,2018,83
1629,2018,118
1630,2018,60
1631,2018,92
1632,2018,101
1633,2018,105
1634,2018,101
1635,2018,84
1636,2018,115
1637,2018,95
1638,2018,106
1639,2018,38
1640,2019,39
1641,2019,98
1642,2019,95
1643,2019,44
1644,2019,107
1645,2019,85
1646,2019,119
1647,2019,55
1648,2019,64
1649,2019,31
1650,2019,111
1651,2019,33
1652,2019,54
1653,2019,34
1654,2019,75
1655,2019,70
1656,2019,116
1657,2019,48
1658,2019,88
1659,2019,95
1660,2019,60
1661,2019,39
1662,2019,62
1663,2019,66
1664,2019,69
1665,2019,61
1666,2019,88
1667,2019,41
1668,2019,110
1669,2019,115
1670,2019,61
1671,2019,44
1672,2019,54
1673,2019,72
1674,2019,110
1675,2019,42
1676,2019,90
1677,2019,80
1678,2019,113
1679,2019,64
1680,2019,75
1681,2019,103
1682,2019,81
1683,2019,41
1684,2019,53
1685,2019,113
1686,2019,46
1687,2019,80
1688,2019,55
1689,2019,117
1690,2019,108
1691,2019,32
1692,2019,40
1693,2019,78
1694,2019,34
1695,2019,119
1696,2019,115
1697,2019,90
1698,2019,92
1699,2019,49
1700,2019,108
1701,2019,32
1702,2019,37
1703,2019,33
1704,2019,96
1705,2019,65
1706,2019,55
1707,2019,96
1708,2019,63
1709,2019,38
1710,2019,117
1711,2019,56
1712,2019,81
1713,2019,61
1714,2019,49
1715,2019,110
1716,2019,33
1717,2019,91
1718,2019,85
1719,2019,103
1720,2019,91
1721,2019,89
1722,2019,71
1723,2019,33
1724,2019,81
1725,2019,67
1726,2019,59
1727,2019,112
1728,2019,76
1729,2019,88
1730,2019,55
1731,2019,51
1732,2019,66
1733,2019,95
1734,2019,115
1735,2019,119
1736,2019,103
1737,2019,76
1738,2019,107
1739,2019,84
1740,2019,105
1741,2019,30
1742,2019,106
1743,2019,52
1744,2019,101
1745,2019,39
1746,2019,119
1747,2019,109
1748,2019,111
1749,2019,43
1750,2019,108
1751,2019,47
1752,2019,84
1753,2019,88
1754,2019,60
1755,2019,75
1756,2019,81
1757,2019,108
1758,2019,34
1759,2019,59
1760,2019,41
1761,2019,92
1762,2019,54
1763,2019,65
1764,2019,67
1765,2019,49
1766,2019,118
1767,2019,45
1768,2019,74
1769,2019,47
1770,2019,66
1771,2019,51
1772,2019,120
1773,2019,118
1774,2019,115
1775,2019,72
1776,2019,83
1777,2019,88
1778,2019,42
1779,2019,39
1780,2019,77
1781,2019,43
1782,2019,32
1783,2019,54
1784,2019,64
1785,2019,65
1786,2019,113
1787,2019,60
1788,2019,46
1789,2019,37
1790,2019,106
1791,2019,118
1792,2019,72
1793,2019,39
1794,2019,95
1795,2019,101
1796,2019,57
1797,2019,107
1798,2019,103
1799,2019,41
1800,2019,44
1801,2019,36
1802,2019,49
1803,2019,93
1804,2019,46
1805,2019,114
1806,2019,37
1807,2019,68
1808,2019,105
1809,2019,105
1810,2019,115
1811,2019,67
1812,2019,65
1813,2019,61
1814,2019,81
1815,2019,107
1816,2019,97
1817,2019,113
1818,2020,88
1819,2020,76
1820,2020,101
1821,2020,81
1822,2020,98
1823,2020,95
1824,2020,52
1825,2020,57
1826,2020,74
1827,2020,47
1828,2020,111
1829,2020,92
1830,2020,93
1831,2020,94
1832,2020,36
1833,2020,114
1834,2020,86
1835,2020,66
1836,2020,70
1837,2020,120
1838,2020,45
1839,2020,62
1840,2020,102
1841,2020,65
1842,2020,36
1843,2020,113
1844,2020,120
1845,2020,120
1846,2020,63
1847,2020,58
1848,2020,92
1849,2020,108
1850,2020,116
1851,2020,74
1852,2020,66
1853,2020,35
1854,2020,87
1855,2020,104
1856,2020,78
1857,2020,81
1858,2020,76
1859,2020,77
1860,2020,88
1861,2020,67
1862,2020,40
1863,2020,107
1864,2020,52
1865,2020,87
1866,2020,95
1867,2020,37
1868,2020,95
1869,2020,51
1870,2020,107
1871,2020,65
1872,2020,110
